source_file,bulletin_year,bulletin_month,table_type,preference_category,all_chargeability_areas_except_those_listed,china_mainland_born,el_salvador_guatemala_honduras,india,mexico,philippines,vietnam
data/raw/visa_bulletins/html/2018/visa-bulletin-for-august-2018.html,2018,August,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-august-2018.html,2018,August,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,1st,01JUL17,01SEP16,01JUL17,01SEP16,01JUL17,01JUL17,01JUL17
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,2nd,C,01JUL15,C,01APR09,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,3rd,C,08JUN15,C,01MAR09,C,15JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,Other Workers,C,01JUN07,C,01MAR09,C,15JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,4th,C,C,22FEB16,C,01JAN17,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,Certain Religious Workers,C,C,22FEB16,C,01JAN17,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,5th Non-Regional Center (C5 and T5),C,22AUG14,C,C,C,C,01MAY16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,final_action,5th Regional Center (I5 and R5),C,22AUG14,C,C,C,C,01MAY16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,1st,01JUN18,01OCT17,01JUN18,01OCT17,01JUN18,01JUN18,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,2nd,C,08SEP15,C,22MAY09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,3rd,C,01DEC15,C,01JAN10,C,01AUG17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,Other Workers,C,01JUN08,C,01JAN10,C,01AUG17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,4th,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,Certain Religious Workers,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-december-2018.html,2018,December,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,2nd,C,01OCT13,C,08DEC08,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,3rd,C,15SEP14,C,01DEC06,C,01MAR16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,Other Workers,C,01FEB07,C,01DEC06,C,01MAR16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,4th,C,C,01DEC15,C,22JUN16,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,Certain Religious Workers,U,U,U,U,U,U,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,5th Non-Regional Center (C5 and T5),C,22JUL14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,final_action,5th Regional Center (I5 and R5),U,U,U,U,U,U,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,2nd,C,15NOV14,C,08FEB09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,3rd,C,01JAN16,C,01JAN08,C,01AUG16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,Other Workers,C,01JUN08,C,01JAN08,C,01AUG16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,4th,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,Certain Religious Workers,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-february-2018.html,2018,February,dates_for_filing,5th Regional Center (I5 and R5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,2nd,C,08AUG13,C,22NOV08,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,3rd,C,15APR14,C,01NOV06,C,15FEB16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,Other Workers,C,22DEC06,C,01NOV06,C,15FEB16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,4th,C,C,01DEC15,C,01JUN16,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,Certain Religious Workers,U,U,U,U,U,U,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,5th Non-Regional Center (C5 and T5),C,22JUL14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,final_action,5th Regional Center (I5 and R5),U,U,U,U,U,U,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,2nd,C,15NOV13,C,08FEB09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,3rd,C,01SEP15,C,01JAN08,C,01AUG16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,Other Workers,C,01JUN08,C,01JAN08,C,01AUG16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,4th,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,Certain Religious Workers,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-january-2018.html,2018,January,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,1st,C,01JAN12,C,01JAN12,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,2nd,C,01JAN15,C,15MAR09,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,3rd,C,01JAN13,C,01NOV08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,Other Workers,C,01MAY07,C,01NOV08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,4th,C,C,08FEB16,C,08FEB16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,Certain Religious Workers,C,C,08FEB16,C,08FEB16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,5th Non-Regional Center (C5 and T5),C,01AUG14,C,C,C,C,01AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,final_action,5th Regional Center (I5 and R5),C,01AUG14,C,C,C,C,01AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,2nd,C,01APR15,C,22MAY09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,3rd,C,01JAN16,C,01MAY09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,Other Workers,C,01JUN08,C,01MAY09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,4th,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,Certain Religious Workers,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-july-2018.html,2018,July,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,1st,C,01JAN12,C,01JAN12,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,2nd,C,01SEP14,C,26DEC08,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,3rd,C,01JUN15,C,01MAY08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,Other Workers,C,01MAY07,C,01MAY08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,4th,C,C,15DEC15,C,22OCT16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,Certain Religious Workers,C,C,15DEC15,C,22OCT16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,5th Non-Regional Center (C5 and T5),C,01AUG14,C,C,C,C,01AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,final_action,5th Regional Center (I5 and R5),C,01AUG14,C,C,C,C,01AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,2nd,C,01FEB15,C,01APR09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,3rd,C,01JAN16,C,01SEP08,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,Other Workers,C,01JUN08,C,01SEP08,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,4th,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,Certain Religious Workers,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-june-2018.html,2018,June,dates_for_filing,5th Regional Center (I5 and R5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,2nd,C,08DEC13,C,15DEC08,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,3rd,C,15NOV14,C,01JAN07,C,01MAY16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,Other Workers,C,01MAR07,C,01JAN07,C,01MAY16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,4th,C,C,01DEC15,C,01JUL16,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,Certain Religious Workers,C,C,01DEC15,C,01JUL16,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,5th Non-Regional Center (C5 and T5),C,22JUL14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,final_action,5th Regional Center (I5 and R5),C,22JUL14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,2nd,C,01FEB15,C,08FEB09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,3rd,C,01JAN16,C,01JAN08,C,01OCT16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,Other Workers,C,01JUN08,C,01JAN08,C,01OCT16,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,4th,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,Certain Religious Workers,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-march-2018.html,2018,March,dates_for_filing,5th Regional Center (I5 and R5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,1st,C,01JAN12,C,01JAN12,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,2nd,C,01SEP14,C,22DEC08,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,3rd,C,01JUN15,C,01MAY08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,Other Workers,C,01MAY07,C,01MAY08,C,01JAN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,4th,C,C,15DEC15,C,22OCT16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,Certain Religious Workers,C,C,15DEC15,C,22OCT16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,5th Non-Regional Center (C5 and T5),C,22JUL14,C,C,C,C,22JUL14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,final_action,5th Regional Center (I5 and R5),C,22JUL14,C,C,C,C,22JUL14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,2nd,C,01FEB15,C,01APR09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,3rd,C,01JAN16,C,01SEP08,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,Other Workers,C,01JUN08,C,01SEP08,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,4th,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,Certain Religious Workers,C,C,15APR16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-may-2018.html,2018,May,dates_for_filing,5th Regional Center (I5 and R5),C,01SEP14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,1st,01APR17,01JUN16,01APR17,01JUN16,01APR17,01APR17,01APR17
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,2nd,C,15MAY15,C,26MAR09,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,3rd,C,01JUN15,C,01JAN09,C,08JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,Other Workers,C,01MAY07,C,01JAN09,C,08JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,4th,C,C,15FEB16,C,22NOV16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,Certain Religious Workers,C,C,15FEB16,C,22NOV16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,5th Non-Regional Center (C5 and T5),C,15AUG14,C,C,C,C,01FEB16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,final_action,5th Regional Center (I5 and R5),C,15AUG14,C,C,C,C,01FEB16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,1st,01JUN18,01OCT17,01JUN18,01OCT17,01JUN18,01JUN18,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,2nd,C,15JUN15,C,22MAY09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,3rd,C,08AUG15,C,01OCT09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,Other Workers,C,01JUN08,C,01OCT09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,4th,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,Certain Religious Workers,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-november-2018.html,2018,November,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,1st,01APR17,01JUN16,01APR17,01JUN16,01APR17,01APR17,01APR17
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,2nd,C,01APR15,C,26MAR09,C,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,3rd,C,01JUN15,C,01JAN09,C,01JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,Other Workers,C,01MAY07,C,01JAN09,C,01JUN17,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,4th,C,C,15FEB16,C,22OCT16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,Certain Religious Workers,U,U,U,U,U,U,U
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,5th Non-Regional Center (C5 and T5),C,15AUG14,C,C,C,C,01JAN16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,final_action,5th Regional Center (I5 and R5),U,U,U,U,U,U,U
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,1st,01JUN18,01OCT17,01JUN18,01OCT17,01JUN18,01JUN18,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,2nd,C,15JUN15,C,22MAY09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,3rd,C,08AUG15,C,01OCT09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,Other Workers,C,01JUN08,C,01OCT09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,4th,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,Certain Religious Workers,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-october-2018.html,2018,October,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,1st,01JUN16,01JAN12,01JUN16,01JAN12,01JUN16,01JUN16,01JUN16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,2nd,01JAN13,01JAN13,01JAN13,01JAN07,01JAN13,01JAN13,01JAN13
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,3rd,01NOV16,01NOV14,01NOV16,01JAN03,01NOV16,01NOV16,01NOV16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,Other Workers,01NOV16,01MAY07,01NOV16,01JAN03,01NOV16,01NOV16,01NOV16
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,4th,C,C,15FEB16,15FEB16,15FEB16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,Certain Religious Workers,C,C,15FEB16,15FEB16,15FEB16,C,C
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,5th Non-Regional Center (C5 and T5),C,08AUG14,C,C,C,C,08AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,final_action,5th Regional Center (I5 and R5),C,08AUG14,C,C,C,C,08AUG14
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,1st,C,C,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,2nd,C,01APR15,C,22MAY09,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,3rd,C,01JAN16,C,01MAY09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,Other Workers,C,01JUN08,C,01MAY09,C,01JUL17,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,4th,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,Certain Religious Workers,C,C,01MAY16,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,5th Non-Regional Center (C5 and T5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2018/visa-bulletin-for-september-2018.html,2018,September,dates_for_filing,5th Regional Center (I5 and R5),C,01OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,1st,01FEB18,22FEB17,01FEB18,22FEB17,01FEB18,01FEB18,01FEB18
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,2nd,C,01APR16,C,12APR09,C,C,C
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,3rd,C,01AUG15,C,22JUN09,C,01MAR18,C
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,Other Workers,C,22AUG07,C,22JUN09,C,01MAR18,C
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,4th,C,C,08MAR16,C,01APR18,C,C
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,Certain Religious Workers,C,C,08MAR16,C,01APR18,C,C
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,5th Non-Regional Center (C5 and T5),C,15SEP14,C,C,C,C,22AUG16
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,final_action,5th Regional Center (I5 and R5),C,15SEP14,C,C,C,C,22AUG16
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,1st,01JUN18,01OCT17,01JUN18,01OCT17,01JUN18,01JUN18,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,2nd,C,01JUL16,C,01JUN09,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,3rd,C,01JAN16,C,01APR10,C,01JUL18,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,Other Workers,C,01JUN08,C,01APR10,C,01JUL18,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,4th,C,C,15MAY16,C,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,Certain Religious Workers,C,C,15MAY16,C,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,5th Non-Regional Center (C5 and T5),C,08OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-april-2019.html,2019,April,dates_for_filing,5th Regional Center (I5 and R5),C,08OCT14,C,C,C,C,
data/raw/visa_bulletins/html/2019/visa-bulletin-for-august-2019.html,2019,August,final_action,1st,01JUL16,01JUL16,01JUL16,01JAN15,01JUL16,01JUL16,01JUL16
data/raw/visa_bulletins/html/2019/visa-bulletin-for-august-2019.html,2019,August,final_action,2nd,01JAN17,01JAN17,01JAN17,02MAY09,01JAN17,01JAN17,01JAN17
data/raw/visa_bulletins/html/2019/visa-bulletin-for-august-2019.html,2019,August,final_action,3rd,01JUL16,01JUL16,01JUL16,01JAN06,01JUL16,01JUL16,01JUL16
data/raw/visa_bulletins/html/2019/visa-bulletin-for-august-2019.html,2019,August,final_action,Other Workers,01JUL16,22NOV07,01JUL16,01JAN06,01JUL16,01JUL16,01JUL16
data/raw/visa_bulletins/html/2019/visa-bulletin-for-august-2019.html,2019,August,final_action,4th,C,C,01JUL16,C,01JUL16,C,C
